ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      71       271.6878       159.5301         0.0000         0.0000          -5944.8797       878.0804         0.0000         0.0000         0.0000          -4635.5814         0.0000     -4635.5814     -4635.5814         0.0000           2547.2666     -8519.9455     23823.1240      2547.2666     -8519.9455
ENERGY:      72       277.5132       160.2576         0.0000         0.0000          -5949.1203       875.8642         0.0000         0.0000         0.0000          -4635.4853         0.0000     -4635.4853     -4635.4853         0.0000           2422.2260     -8579.6575     23823.1240      2422.2260     -8579.6575
ENERGY:      73       272.2634       159.6020         0.0000         0.0000          -5945.3042       877.8570         0.0000         0.0000         0.0000          -4635.5819         0.0000     -4635.5819     -4635.5819         0.0000           2534.7943     -8525.9530     23823.1240      2534.7943     -8525.9530
ENERGY:      74       258.0671       157.3860         0.0000         0.0000          -5952.8698       859.5456         0.0000         0.0000         0.0000          -4677.8712         0.0000     -4677.8712     -4677.8712         0.0000           2596.2811     -8845.1287     23823.1240      2596.2811     -8845.1287
ENERGY:      75       249.2286       155.4605         0.0000         0.0000          -5960.0859       844.9996         0.0000         0.0000         0.0000          -4710.3973         0.0000     -4710.3973     -4710.3973         0.0000           2672.0131     -9113.2463     23823.1240      2672.0131     -9113.2463
ENERGY:      76       243.8662       153.6858         0.0000         0.0000          -5956.5395       840.7818         0.0000         0.0000         0.0000          -4718.2057         0.0000     -4718.2057     -4718.2057         0.0000           2890.9539     -9159.0356     23823.1240      2890.9539     -9159.0356
ENERGY:      77       239.0216       151.9848         0.0000         0.0000          -5952.9423       836.8538         0.0000         0.0000         0.0000          -4725.0821         0.0000     -4725.0821     -4725.0821         0.0000           3111.3443     -9201.0554     23823.1240      3111.3443     -9201.0554
ENERGY:      78       237.8198       151.4372         0.0000         0.0000          -5953.5257       833.0861         0.0000         0.0000         0.0000          -4731.1826         0.0000     -4731.1826     -4731.1826         0.0000           3120.6995     -9261.0398     23823.1240      3120.6995     -9261.0398
ENERGY:      79       236.6718       150.9075         0.0000         0.0000          -5954.1082       829.4877         0.0000         0.0000         0.0000          -4737.0412         0.0000     -4737.0412     -4737.0412         0.0000           3131.2519     -9318.9672     23823.1240      3131.2519     -9318.9672
ENERGY:      80       236.3690       150.6907         0.0000         0.0000          -5955.7985       826.1032         0.0000         0.0000         0.0000          -4742.6356         0.0000     -4742.6356     -4742.6356         0.0000           3090.6913     -9379.4414     23823.1240      3090.6913     -9379.4414
